motif_id	coef	abs_coef	std_err	ci_95_pct_lower	ci_95_pct_upper	auc	pval	padj	padj_sig	num_peaks	percent_peaks
MA0858.1 Rarb(var.2)	-0.5795591913881329	0.5795591913881329	0.09391427418959081	-0.7636277864339505	-0.3954905963423154	0.7052532709532908	6.779452571485732e-10	2.3454379393276726e-09	1	294	0.1249893716520704
MA0035.3 Gata1	-0.5556634489669418	0.5556634489669418	0.009724821480203169	-0.5747237488242215	-0.536603149109662	0.7332994736195072	0.0	0.0	1	32294	13.729274721537283
MA0036.3 GATA2	-0.5420919127475388	0.5420919127475388	0.008587882384692274	-0.5589238529250016	-0.525259972570076	0.7433589012363588	0.0	0.0	1	43818	18.6285179831647
MA1104.1 GATA6	-0.5288744925486919	0.5288744925486919	0.010040346331305256	-0.548553209750359	-0.5091957753470248	0.7389145813930711	0.0	0.0	1	29646	12.603520108834283
MA0482.1 Gata4	-0.520470698201334	0.520470698201334	0.009386908293517291	-0.5388687003828082	-0.5020726960198597	0.7173521170119244	0.0	0.0	1	33493	14.239010288240795
MA0591.1 Bach1::Mafk	-0.5128964404402037	0.5128964404402037	0.017925497402849554	-0.548029769754755	-0.4777631111256523	0.6996418834062225	4.673265360969119e-180	8.676696020199332e-179	1	7937	3.3742879006887168
MA0140.2 GATA1::TAL1	-0.5084317201771196	0.5084317201771196	0.015047840176325848	-0.537924944967833	-0.47893849538640604	0.7296905364420229	2.990979419581839e-250	6.40759821810417e-249	1	11560	4.914548082646034
MA0501.1 MAF::NFE2	-0.48298383822383667	0.48298383822383667	0.016133730816758136	-0.5146053695609466	-0.45136230688672674	0.7281688242136052	6.638868053750856e-197	1.2751205192893885e-195	1	10469	4.450726978998384
MA0037.3 GATA3	-0.4764105313013299	0.4764105313013299	0.007035013577772031	-0.4901989045445133	-0.46262215805814644	0.7415952293531533	0.0	0.0	1	70034	29.77382875605816
MA0730.1 RARA(var.2)	-0.4666636590065287	0.4666636590065287	0.06504876923966821	-0.5941569039549353	-0.3391704140581221	0.6785944181888295	7.280661345277491e-13	3.168225288530908e-12	1	552	0.23467392228551995
MA0150.2 Nfe2l2	-0.4590536049683018	0.4590536049683018	0.014327910457643526	-0.4871357934389979	-0.4309714164976057	0.7121089320484706	3.1124304650731294e-225	6.191513460877618e-224	1	13055	5.550123288835984
MA0841.1 NFE2	-0.45844230895297455	0.45844230895297455	0.017148083122269033	-0.492051934276521	-0.4248326836294281	0.7164858006212965	1.879195641431819e-157	3.376490233153301e-156	1	8791	3.7373522659637786
MA0491.1 JUND	-0.4565362182013707	0.4565362182013707	0.010700101982303993	-0.4775080327175922	-0.4355644036851492	0.713139241369163	0.0	0.0	1	24350	10.35201088342828
MA1134.1 FOS::JUNB	-0.4548289611741535	0.4548289611741535	0.010211349886403508	-0.47484283918504155	-0.43481508316326545	0.7150078096763715	0.0	0.0	1	27179	11.55471473514157
MA0477.1 FOSL1	-0.4506733895910782	0.4506733895910782	0.01022117962676908	-0.47070653353906017	-0.4306402456430963	0.7132943999750636	0.0	0.0	1	26938	11.452257461100247
MA1141.1 FOS::JUND	-0.4481269221570692	0.4481269221570692	0.010041002574351275	-0.46780692557147163	-0.4284469187426667	0.7125867018753711	0.0	0.0	1	27803	11.81999829946433
MA0489.1 JUN(var.2)	-0.44491638854503834	0.44491638854503834	0.010411222106880728	-0.4653220089095718	-0.42451076818050487	0.7164509526227779	0.0	0.0	1	25992	11.050080775444265
MA0490.1 JUNB	-0.4442202191039718	0.4442202191039718	0.009880851736056665	-0.4635863326432229	-0.4248541055647207	0.7130254782267087	0.0	0.0	1	29089	12.366720516962843
MA1101.1 BACH2	-0.43779606918542463	0.43779606918542463	0.011946054182257781	-0.461209905140014	-0.4143822332308353	0.7117157708326531	4.968660589815412e-294	1.1531433118863267e-292	1	18964	8.062239605475725
MA0476.1 FOS	-0.4326950786956205	0.4326950786956205	0.009779256267887107	-0.45186206877626683	-0.4135280886149742	0.7120711297719229	0.0	0.0	1	29545	12.560581583198708
MA1128.1 FOSL1::JUN	-0.43259897660348495	0.43259897660348495	0.009642906506388639	-0.45149872606229363	-0.4136992271446763	0.7117981810294578	0.0	0.0	1	30080	12.7880282288921
MA0495.2 MAFF	-0.4238655849073779	0.4238655849073779	0.033460072821970326	-0.48944612255852726	-0.35828504725622856	0.7447861104133615	8.917803147299249e-37	9.739639907932709e-36	1	2415	1.0266984099991496
MA0655.1 JDP2	-0.4220352028844322	0.4220352028844322	0.012971572435019585	-0.44745901767992313	-0.39661138808894125	0.7235236000685252	3.3695888946816724e-232	6.951337090139599e-231	1	16004	6.803843210611342
MA1144.1 FOSL2::JUND	-0.4217863527765277	0.4217863527765277	0.00937157063234173	-0.4401542936944908	-0.40341841185856464	0.7097141720804112	0.0	0.0	1	32003	13.605560751636766
MA1138.1 FOSL2::JUNB	-0.4203011747186404	0.4203011747186404	0.009297631910588073	-0.43852419840490336	-0.4020781510323775	0.7079650595161515	0.0	0.0	1	32700	13.901879091913953
MA1135.1 FOSB::JUNB	-0.4185414967301498	0.4185414967301498	0.009200058651076525	-0.43657328034191595	-0.4005097131183836	0.706723392030594	0.0	0.0	1	33266	14.142504889040048
MA1130.1 FOSL2::JUN	-0.4158731614457539	0.4158731614457539	0.009246544729118475	-0.4339960560962648	-0.39775026679524306	0.7091204146822769	0.0	0.0	1	32619	13.867443244622056
MA0766.1 GATA5	-0.4098257869466328	0.4098257869466328	0.006430887127315762	-0.4224300941048139	-0.3972214797884517	0.752825102195411	0.0	0.0	1	89883	38.21231187824164
MA0496.2 MAFK	-0.4045581213237516	0.4045581213237516	0.030341935628469194	-0.4640272223767839	-0.34508902027071925	0.7315184453826843	1.4819505998835218e-40	1.794448878554612e-39	1	2840	1.2073803248023127
MA1137.1 FOSL1::JUNB	-0.4041034204467921	0.4041034204467921	0.009011914863594761	-0.42176644901117905	-0.38644039188240514	0.7093553470821454	0.0	0.0	1	34707	14.755122863702066
MA0478.1 FOSL2	-0.39635829958071633	0.39635829958071633	0.00955845011939783	-0.41509251756275867	-0.377624081598674	0.6856051415192518	0.0	0.0	1	29358	12.481081540685317
MA0857.1 Rarb	-0.3913099459301478	0.3913099459301478	0.08507446433156982	-0.5580528320240621	-0.2245670598362335	0.6697849662905654	4.232685690669087e-06	1.0478248576456362e-05	1	316	0.1343423178301165
MA0088.2 ZNF143	0.37356828424988187	0.37356828424988187	0.04320574019011352	0.28888658955186464	0.4582499789478991	0.7019066962499813	5.321240504066002e-18	3.119927327120803e-17	1	586	0.249128475469773
MA0099.3 FOS::JUN	-0.3725508055209699	0.3725508055209699	0.008539710515918121	-0.3892883305705674	-0.35581328047137245	0.7035026146141173	0.0	0.0	1	37827	16.081540685315876
MA0728.1 Nr2f6(var.2)	-0.3640224367252417	0.3640224367252417	0.05549466682392433	-0.4727899850341832	-0.25525488841630023	0.6566613709312457	5.395477902746593e-11	2.0169672428388268e-10	1	726	0.3086472238755208
MA0462.1 BATF::JUN	-0.3429725714892655	0.3429725714892655	0.009944287131103539	-0.36246301611815357	-0.3234821268603775	0.7168021236079056	1.156300487656549e-260	2.5762374864987912e-259	1	27342	11.624011563642547
MA0029.1 Mecom	-0.32101755284532646	0.32101755284532646	0.02950654772008785	-0.3788493236848111	-0.2631857820058418	0.7228191113475705	1.4429533683206847e-27	1.2963306873461636e-26	1	2682	1.1402091658872544
MA0859.1 Rarg	-0.3094747390816654	0.3094747390816654	0.0512173473112372	-0.40985889519536967	-0.20909058296796112	0.6511649577174496	1.5185611048196761e-09	5.034753186812855e-09	1	817	0.3473344103392569
MA0659.1 MAFG	-0.30894121308540756	0.30894121308540756	0.043997923224155494	-0.39517555799931076	-0.22270686817150437	0.7208919083241193	2.191492709797402e-12	9.109413726545918e-12	1	1240	0.527166057308052
MA1132.1 JUN::JUNB	-0.3012317749955658	0.3012317749955658	0.007832254922215452	-0.31658271256084464	-0.28588083743028697	0.6912238215694465	0.0	0.0	1	42777	18.185953575376242
MA0652.1 IRF8	0.2636778272024758	0.2636778272024758	0.06233800332952296	0.14149758580847283	0.38585806859647875	0.7354475189153925	2.338901483233981e-05	5.428200525672198e-05	1	276	0.11733696114275997
MA1142.1 FOSL1::JUND	-0.26313480027090197	0.26313480027090197	0.0068948269247610106	-0.2766484127230706	-0.24962118781873333	0.6996294209234115	0.0	0.0	1	59790	25.418756908426154
MA1149.1 RARA::RXRG	-0.21913381194750528	0.21913381194750528	0.02332180226987505	-0.26484370445102484	-0.17342391944398572	0.6425518947876493	5.662705091904222e-21	3.754912781179347e-20	1	3464	1.4726638891250743
MA0095.2 YY1	0.21721284862826382	0.21721284862826382	0.011534968701595783	0.19460472541033932	0.2398209718461883	0.6326704484616091	4.222217378952565e-79	7.126591151747208e-78	1	10688	4.543831306861661
MA0080.4 SPI1	-0.21156590217990465	0.21156590217990465	0.028883059102427687	-0.2681756577840047	-0.1549561465758046	0.7108002518348728	2.3905331119489804e-13	1.082542230370392e-12	1	2311	0.9824844826120228
MA0772.1 IRF7	0.19458097143219968	0.19458097143219968	0.023214166172059226	0.14908204180383555	0.24007990106056382	0.7310056872952195	5.2039062309741744e-17	2.841740951620211e-16	1	2383	1.0130941246492646
MA0473.2 ELF1	0.1916745455497375	0.1916745455497375	0.015606127289057841	0.16108709812503644	0.22226199297443858	0.6810118912457789	1.1315753942773744e-34	1.1255133832366026e-33	1	4705	2.0002550803503105
MA0051.1 IRF2	0.19112657013560114	0.19112657013560114	0.06016718889048319	0.07320104685923563	0.30905209341196666	0.7367784234838325	0.0014901686428689606	0.0027393529177492117	1	335	0.14241986225661082
MA1418.1 IRF3	0.190621362884786	0.190621362884786	0.06374278442390742	0.06568780113962673	0.3155549246299453	0.7341662200829626	0.0027854164497449377	0.004894249093084954	1	281	0.11946263072867953
MA0506.1 NRF1	0.19038221526339577	0.19038221526339577	0.013792477859970127	0.16334945540028825	0.2174149751265033	0.9202106669910406	2.4332419944283374e-43	3.151897188131591e-42	1	8960	3.80919989796786
MA0028.2 ELK1	0.19010735363487777	0.19010735363487777	0.013079605021855342	0.16447179886003208	0.21574290840972346	0.7177740572920595	7.309653333311065e-48	1.0178692266635658e-46	1	6849	2.9117421987926195
MA0748.1 YY2	0.18113726269449068	0.18113726269449068	0.013221470375437546	0.15522365693596982	0.20705086845301154	0.6326682585138464	1.0119503091118956e-42	1.2525696048340576e-41	1	7658	3.255675537794405
MA0159.1 RARA::RXRA	-0.18086125798950242	0.18086125798950242	0.026199253118242245	-0.23221085052310592	-0.12951166545589893	0.6344095621331394	5.08088008115939e-12	2.0657300767925402e-11	1	2750	1.1691182722557605
MA0822.1 HES7	-0.18007488527135665	0.18007488527135665	0.07970848398828938	-0.3363006431506914	-0.023849127392021913	0.7400221084400164	0.02387291398616905	0.03584154471777941	1	256	0.10883428279908171
MA0066.1 PPARG	-0.1753078154732426	0.1753078154732426	0.077767312651724	-0.32772894744508774	-0.02288668350139747	0.6690885292167703	0.024179756929345316	0.036204636047433715	1	350	0.14879687101436953
MA0502.1 NFYB	0.16449831150513372	0.16449831150513372	0.01292358709731811	0.1391685462433237	0.18982807676694374	0.7013988310072916	4.104764505320218e-37	4.572707658926723e-36	1	8504	3.6153388317319957
MA0744.1 SCRT2	0.16369251382484148	0.16369251382484148	0.03497068957273918	0.09515122174774228	0.2322338059019407	0.6328469145801879	2.8568945254877246e-06	7.233137503166647e-06	1	1193	0.5071847632004082
MA0641.1 ELF4	0.15923381287830315	0.15923381287830315	0.01494027626085281	0.1299514094879529	0.18851621626865342	0.6596104503288944	1.599610221223733e-26	1.3921607706587802e-25	1	5311	2.2578862341637618
MA0162.3 EGR1	-0.15865197060949365	0.15865197060949365	0.039229933989220714	-0.23554122834424998	-0.08176271287473733	0.8513723858301324	5.2511960560832676e-05	0.00011653052602543347	1	920	0.3911232038091999
MA0637.1 CENPB	0.15376955801712014	0.15376955801712014	0.0423211864169241	0.07082155685694316	0.23671755917729712	0.7402923426286991	0.0002797170511323873	0.0005728029319144842	1	641	0.2725108409148882
MA0660.1 MEF2B	-0.15178069414543777	0.15178069414543777	0.02926209142365921	-0.2091333394481282	-0.09442804884274733	0.7427666372402347	2.137782867763226e-07	5.894777511604539e-07	1	2101	0.893206360003401
MA0686.1 SPDEF	0.14914256564178865	0.14914256564178865	0.016537990698215165	0.11672869949662851	0.1815564317869488	0.6178327985749319	1.9124110416556765e-19	1.1968684833732717e-18	1	4537	1.928832582263413
MA0742.1 Klf12	-0.1476490680152563	0.1476490680152563	0.015451966392506343	-0.17793436563489204	-0.11736377039562056	0.731854561130175	1.231575798672786e-21	8.468984195811628e-21	1	6671	2.8360683615338833
MA0743.1 SCRT1	0.1455147813716122	0.1455147813716122	0.03676855760519083	0.07344973270195188	0.21757983004127252	0.6445901581049946	7.571057956938025e-05	0.0001653756581182149	1	1094	0.4650965053992007
MA0527.1 ZBTB33	0.14467073336947522	0.14467073336947522	0.024459549532324258	0.09673089720804615	0.1926105695309043	0.8456527060653712	3.3249458182729724e-09	1.0463247575017207e-08	1	1948	0.8281608706742624
MA1108.1 MXI1	-0.14122708788529553	0.14122708788529553	0.01513110150213827	-0.17088350187590645	-0.11157067389468461	0.7125383986069819	1.0237050455884653e-20	6.630275702241572e-20	1	7077	3.008672731910552
