Motif Orientation	Motif Position	Positional Enrichment Coefficient	Standard Error	95% CI Upper	95% CI Lower	P-value	Adjusted P-value
+	-75.0	-1.1733235910638129e-15	1.1420228234117626e-16	-9.491116920101657e-16	-1.39753549011746e-15	3.4396333040463754e-23	1.0387692578220054e-20
+	-74.0	2.0671398620608628e-15	4.244742424298592e-14	8.540363195617911e-14	-8.126935223205739e-14	0.9611729086796086	0.9832982974358637
+	-73.0	2.1709433296185354e-12	2.8233093120454465e-11	5.760061859463879e-11	-5.325873193540172e-11	0.9387297237608474	0.9832982974358637
+	-72.0	5.349713998615419e-10	6.908202917609837e-09	1.4097758968134011e-08	-1.3027816168410927e-08	0.9382951667447663	0.9832982974358637
+	-71.0	4.904226589348866e-08	6.218371582180671e-07	1.2698873075860245e-06	-1.1718027757990472e-06	0.9371606895491793	0.9832982974358637
+	-70.0	1.7124470157788441e-06	2.0598314136278688e-05	4.2152857094461185e-05	-3.87279630629035e-05	0.9337672267867945	0.9832982974358637
+	-69.0	2.4565060117858655e-05	0.00025182099689675713	0.0005189620439463254	-0.0004698319237106081	0.9223172138643123	0.9832982974358637
+	-68.0	0.00018048428142420432	0.001161621275181191	0.0024610806648783356	-0.0021001121020299265	0.8765713247424438	0.9832982974358637
+	-67.0	0.000906751374058503	0.0022990143142806005	0.005420377150962242	-0.0036068744028452367	0.6933968915837019	0.9832982974358637
+	-66.0	0.002690381465524436	0.002654657093179096	0.007902236220053411	-0.002521473289004539	0.31118463053700424	0.9630442037235101
+	-65.0	0.0028654242831589382	0.002478879278224422	0.007732176672879238	-0.0020013281065613614	0.24809368886869115	0.9484087852955029
+	-64.0	-0.000774699630091289	0.00296849830950221	0.005053315622026452	-0.006602714882209031	0.7941880295462076	0.9832982974358637
+	-63.0	-0.0035083184662224815	0.0027020471554095094	0.0017965765991577991	-0.008813213531602762	0.19457103109844961	0.8120662253654782
+	-62.0	-0.0037391140233714983	0.002494370455527818	0.0011580519991639029	-0.0086362800459069	0.13430952486548042	0.6816393969538501
+	-61.0	-0.0028620951724962563	0.002693584603290213	0.002426185471152596	-0.008150375816145108	0.2883402939464024	0.9630442037235101
+	-60.0	-0.0024134368618225046	0.002961480851146216	0.003400801102904195	-0.008227674826549205	0.4153765345384146	0.9630442037235101
+	-59.0	-0.0023079414429519546	0.0023522086954110657	0.002310120190816835	-0.006926003076720744	0.3268355880400683	0.9630442037235101
+	-58.0	-0.0015137147732333385	0.0023312902806486603	0.0030632780009389408	-0.006090707547405618	0.5163507862116031	0.9746121089744009
+	-57.0	0.00041713820714150214	0.002461889092444998	0.005250533979631522	-0.004416257565348518	0.8654998559346825	0.9832982974358637
+	-56.0	0.0023505445052026874	0.002693165162062112	0.007638001665184086	-0.002936912654778711	0.383075235318028	0.9630442037235101
+	-55.0	0.003247876569460211	0.0029759369943226283	0.009090496097568382	-0.00259474295864796	0.2754735654115419	0.9562415718883409
+	-54.0	0.0007120204830068845	0.002491173043421946	0.005602909066723919	-0.00417886810071015	0.7751008011294156	0.9832982974358637
+	-53.0	-0.0020638627877370705	0.00281642543477704	0.0034655897094366386	-0.00759331528491078	0.4639235648559954	0.9630442037235101
+	-52.0	-0.002084677638956576	0.0033819595608101426	0.004555080867677755	-0.008724436145590906	0.5378193849266072	0.9755548338072447
+	-51.0	-0.001641670237884072	0.004038854798297591	0.0062877623948447885	-0.009571102870612932	0.6845194854563492	0.9832982974358637
+	-50.0	-0.0006849754962981811	0.0038388908547783113	0.006851870450774323	-0.008221821443370685	0.858435383746262	0.9832982974358637
+	-49.0	0.0001992634987697591	0.0038014181208128185	0.007662539700361739	-0.007264012702822222	0.9582101129722169	0.9832982974358637
+	-48.0	-0.0009008649653049906	0.0032867751906677754	0.005552019269183987	-0.007353749199793968	0.7840963170534018	0.9832982974358637
+	-47.0	0.001393726912920424	0.003205860489688752	0.007687752336569999	-0.004900298510729152	0.663879819302928	0.9832982974358637
+	-46.0	0.0029532337553097162	0.0035036975781774513	0.00983199897443169	-0.003925531463812258	0.3995715020313535	0.9630442037235101
+	-45.0	-0.0012818117575008135	0.0033510562084407	0.005297274587598454	-0.007860898102600081	0.7021969539409809	0.9832982974358637
+	-44.0	-0.001480478215620793	0.0034964064184748963	0.005383972361712066	-0.008344928792953652	0.6721099729554207	0.9832982974358637
+	-43.0	0.0011423584795350738	0.00309516551911451	0.00721905786504128	-0.004934340905971133	0.7121786178658449	0.9832982974358637
+	-42.0	0.001145798547209808	0.0026123248997333183	0.006274543040813972	-0.003982945946394356	0.6610747817653775	0.9832982974358637
+	-41.0	0.0011033750906521763	0.0027273448616806223	0.0064579368233570415	-0.004251186642052689	0.685921836459706	0.9832982974358637
