Motif Position	Positional Enrichment Coefficient	Standard Error	95% CI Upper	95% CI Lower	P-value	Adjusted P-value
-75.0	6.84863407304781e-16	3.6681359733991654e-17	7.568177376932671e-16	6.129090769162949e-16	7.180057259752302e-70	8.984692732361948e-68
-74.0	-8.207329130552332e-15	1.781474673335873e-14	2.6738163117692813e-14	-4.315282137879748e-14	0.6450800511563786	0.889837986541679
-73.0	-5.9313928822777445e-12	1.1849250495502257e-11	1.7312153463666872e-11	-2.9174939228222365e-11	0.6167490997312499	0.889837986541679
-72.0	-1.458412934174239e-09	2.8993776396945753e-09	4.229020086860888e-09	-7.1458459552093656e-09	0.615034523797553	0.889837986541679
-71.0	-1.3296421944239954e-07	2.6099737551560375e-07	3.790094784948306e-07	-6.449379173796296e-07	0.6105169172613705	0.889837986541679
-70.0	-4.55418618157955e-06	8.646587431737344e-06	1.2407001007444452e-05	-2.1515373370603552e-05	0.5984803674411834	0.889837986541679
-69.0	-6.045111976492532e-05	0.00010574214318585912	0.00014697317317182787	-0.0002678754127016785	0.5676246837224024	0.889837986541679
-68.0	-0.00033081631963726083	0.00048817340182392245	0.0006267869561529537	-0.0012884195954274754	0.49809467834010634	0.889837986541679
-67.0	-0.0008183934269657328	0.0009681705013801625	0.001080774451048848	-0.002717561304980314	0.398083741074825	0.889837986541679
-66.0	-0.0011134142697093578	0.0011368599103849235	0.001116655558412572	-0.0033434840978312876	0.32755752602797683	0.889837986541679
-65.0	-0.0014882742595906787	0.001083685402060292	0.0006374881991212163	-0.003614036718302574	0.1698577737007118	0.7772279948123479
-64.0	-0.001581944198335477	0.0012267005265322844	0.0008243574113630217	-0.003988245808033976	0.19739814875143544	0.8565164534396486
-63.0	-0.00016684989653549393	0.0012583414395725676	0.0023015186792516183	-0.0026352184723226063	0.8945320510719249	0.9758595037330786
-62.0	0.001098497308485194	0.001318499601874702	0.003684872422667902	-0.0014878778056975142	0.40490217982764143	0.889837986541679
-61.0	0.0018218434798936089	0.0012277587565047443	0.004230220918558579	-0.0005865339587713611	0.13805922729834122	0.6724820426467588
-60.0	0.002086629126267102	0.0012925329066842562	0.004622067847186857	-0.0004488095946526532	0.10666475072129113	0.6724820426467588
-59.0	0.0016596294988530567	0.0010873142277351361	0.003792510279334469	-0.00047325128162835567	0.12713955885175365	0.6724820426467588
-58.0	0.0010897965000047929	0.0009697149120030758	0.0029919939012710327	-0.000812400901261447	0.2612707748714632	0.889837986541679
-57.0	0.0007013574835376138	0.0012134878277452656	0.0030817410002117775	-0.00167902603313655	0.5633754577195013	0.889837986541679
-56.0	0.0004759228437297994	0.001258946545818426	0.002945478398817853	-0.0019936327113582544	0.7054618189548103	0.9027519886625115
-55.0	0.000734146229936878	0.001273418784969694	0.0032320905984414235	-0.0017637981385676678	0.5643561630482496	0.889837986541679
