Motif Position	Positional Enrichment Coefficient	Standard Error	95% CI Upper	95% CI Lower	P-value	Adjusted P-value
-75.0	-5.836422924815343e-15	1.286349327964235e-14	1.93848195541265e-14	-3.1057665403757186e-14	0.6500603021232154	0.8736265495604094
-74.0	-3.6277343433942233e-12	8.556067487788976e-12	1.314800830166404e-11	-2.0403476988452487e-11	0.6715967362116477	0.8736265495604094
-73.0	-8.897989748984057e-10	2.0936087147703423e-09	3.215105649634248e-09	-4.9947035994310594e-09	0.6708590924803146	0.8736265495604094
-72.0	-8.06409355913972e-08	1.884671484949994e-07	2.8888354334853195e-07	-4.5016541453132635e-07	0.668767933450479	0.8736265495604094
-71.0	-2.719744117455952e-06	6.242870001729946e-06	9.520549763470364e-06	-1.4960037998382268e-05	0.6631148136572529	0.8736265495604094
-70.0	-3.4796147311818204e-05	7.620973810418787e-05	0.00011462704918677841	-0.00018421934381041482	0.6480001559259445	0.8736265495604094
-69.0	-0.0001773275934707262	0.00034673969771642336	0.0005025193037186241	-0.0008571744906600764	0.6090953242648854	0.8736265495604094
-68.0	-0.00040528097601053107	0.0006337300378840658	0.0008372632228470455	-0.0016478251748681077	0.5225312497512944	0.8254208914037615
-67.0	-0.0005181156210244476	0.00061945210282417	0.0006964340623142288	-0.0017326653043631239	0.4029851874711412	0.7707940897429341
-66.0	-0.0006472977692020257	0.0005965346411716327	0.0005223180190604786	-0.00181691355746453	0.27795816453811634	0.6744773422951678
-65.0	-0.0004876920466588647	0.000583422806718856	0.0006562155806174956	-0.0016315996739352252	0.4032631330443165	0.7707940897429341
-64.0	5.3397780612192294e-05	0.0005829733512431943	0.0011964241678327826	-0.001089628606608398	0.9270249300387374	0.9720886419156205
-63.0	0.0004328562167489779	0.0006571831538170759	0.0017213845593359496	-0.0008556721258379939	0.5101640647541256	0.819518869977372
-62.0	0.0003204953200686865	0.0007033723288631463	0.0016995860284465176	-0.0010585953883091447	0.6486678871331941	0.8736265495604094
-61.0	-0.0004147591745726599	0.0007306140016512784	0.0010177438394662485	-0.0018472621886115683	0.5702870067725953	0.8442484119868812
-60.0	-0.0007916222546277699	0.0006717809309388787	0.0005255277126173504	-0.00210877222187289	0.2387248253469618	0.6744773422951678
-59.0	-0.000679961771708767	0.0006727134650261412	0.0006390165999847737	-0.0019989401434023077	0.3121984318621433	0.6744773422951678
-58.0	-0.00013866536232627532	0.0006857466508776133	0.00120586696531742	-0.0014831976899699708	0.8397644251738758	0.9427637310927813
-57.0	0.0002809007491100845	0.0007561764206787652	0.0017635235832184667	-0.0012017220849982978	0.7103075313011151	0.8864168365823833
-56.0	1.5875496122758645e-05	0.0007227461235022915	0.0014329520891828173	-0.0014012010969373001	0.9824767872861214	0.991033614087657
-55.0	-0.00010898350012262468	0.0005223845159686634	0.0009152473412259894	-0.0011332143414712389	0.8347523401788222	0.9427637310927813
-54.0	-0.0001126620904690735	0.0005758683753999055	0.0010164336859403611	-0.0012417578668785082	0.8449050910199182	0.9427637310927813
-53.0	-0.00015314918684162284	0.0008049176619307391	0.0014250398078435398	-0.0017313381815267856	0.8491117048252865	0.9427637310927813
