Motif Position	Positional Enrichment Coefficient	Standard Error	95% CI Upper	95% CI Lower	P-value	Adjusted P-value
-75.0	-2.3527187142935446e-17	5.795246632357244e-17	9.015425256153975e-17	-1.3720862684741064e-16	0.6848228359787081	0.821003073144841
-74.0	-2.3527187142935446e-17	5.795246632357244e-17	9.015425256153975e-17	-1.3720862684741064e-16	0.6848228359787081	0.821003073144841
-73.0	-2.3527187142935446e-17	5.795194503469603e-17	9.01532299843531e-17	-1.37207604270224e-16	0.6848201533546643	0.821003073144841
-72.0	7.952622935181175e-16	5.392083125497864e-16	1.8529908279523305e-15	-2.624662409160955e-16	0.14046863678766808	0.2916865617356023
-71.0	9.013145048017424e-13	5.873894632413597e-13	2.0535567489140606e-12	-2.509277393105761e-13	0.12514347757409489	0.2759268327607942
-70.0	3.63753243563629e-10	2.3697062516693296e-10	8.286025165218162e-10	-1.0109602939455827e-10	0.12500266863428786	0.2759268327607942
-69.0	5.403656040757054e-08	3.517010868995609e-08	1.2302738761608918e-07	-1.495426680094811e-08	0.12465421217384078	0.2759268327607942
-68.0	2.957884471175491e-06	1.9203918534772364e-06	6.7249874876563955e-06	-8.092185453054139e-07	0.12372163791948253	0.2759268327607942
-67.0	5.983284733153827e-05	3.8594311770169086e-05	0.00013554070248888772	-1.5875007825811172e-05	0.12129135467930838	0.2759268327607942
-66.0	0.0004510604570915074	0.00028633554503883517	0.0010127455597898904	-0.00011062464560687572	0.1154126586993737	0.2759268327607942
-65.0	0.0013042111919493666	0.0008020101332669739	0.0028774603112932708	-0.00026903792739453743	0.10413322048837735	0.26365527249454135
-64.0	0.0016545947403721105	0.00101169560632464	0.003639169692325376	-0.00032998021158115506	0.10217235080477167	0.26365527249454135
-63.0	0.0017125727467019536	0.001200774876690569	0.004068051734964152	-0.0006429062415602448	0.15402332459372955	0.30602002649543636
-62.0	0.0024982705886665854	0.0015390823315957016	0.0055173844655914735	-0.0005208432882583031	0.10476368443491708	0.26365527249454135
-61.0	0.0024653831530768765	0.001760744250516535	0.005919316247701345	-0.0009885499415475917	0.16167328613053136	0.31704761306117185
-60.0	0.0014079909626328125	0.0014279083744068136	0.004209022395226324	-0.0013930404699606992	0.3242755466703393	0.5265119091099058
-59.0	0.0011592899676089808	0.0009822994940857739	0.0030862005512785904	-0.000767620616060629	0.2381259768664733	0.42805979174806513
-58.0	0.0010245498399986926	0.0012563952512325432	0.0034891355610016488	-0.0014400358810042636	0.41494107011637615	0.6328899150259879
-57.0	-0.00041499794589466767	0.0012882064006658129	0.0021119895587707266	-0.0029419854505600617	0.7473850553004231	0.8681164873104915
-56.0	-0.0014899729067162281	0.0012178276110834006	0.0008989572790472334	-0.0038789030924796897	0.2213556006916069	0.40761824029795907
-55.0	-0.0012657999503757093	0.0013712793267051369	0.001424146103454527	-0.003955746004205946	0.3561222190486355	0.5660468955404627
-54.0	-0.0006733173739833987	0.0011668927036236607	0.001615697243408779	-0.002962331991375576	0.5640189828225937	0.7645106491117165
-53.0	0.00036235869281494866	0.0009609064506192718	0.0022473039877709848	-0.0015225866021410877	0.7061548464099938	0.8396014315583391
-52.0	0.0020545092185023485	0.001384011293087929	0.0047694307110064706	-0.0006604122740017731	0.13790843107666773	0.2916865617356023
-51.0	0.0035426888056370705	0.001522733022870928	0.006529731347691968	0.0005556462635821734	0.020129938480338644	0.09028256824845374
-50.0	0.004315423431296529	0.0015116896135679051	0.007280802863074051	0.001350043999519008	0.004370177220251194	0.02999530728445138
-49.0	0.004306186015068966	0.0013639102557627077	0.00698167666005875	0.0016306953700791819	0.0016261557152197563	0.013641639611010177
-48.0	0.0033129030834404384	0.0009291845601531006	0.005135621688022209	0.001490184478858668	0.00037534433172365387	0.0037784662726847826
-47.0	0.0030080994056781865	0.0010081890275949708	0.004985795738933843	0.0010304030724225298	0.00289670272842491	0.020828671999626736
-46.0	0.003665136022545681	0.0011304679928856327	0.005882698744613883	0.0014475733004774786	0.0012138359126655771	0.010781718988970714
-45.0	0.0047908611281345945	0.001136944546317509	0.007021128467713772	0.002560593788555417	2.6690355040842754e-05	0.00044780484568525067
-44.0	0.004498980171250079	0.001701623167803108	0.0078369394303138	0.0011610209121863586	0.008284920287634124	0.05202414458694242
-43.0	0.0030184984194269225	0.0018778680969375287	0.006702185454298254	-0.0006651886154444087	0.10818694707188281	0.26780703291564434
-42.0	0.002251923032804631	0.0016821604149838902	0.005551703523966613	-0.001047857458357351	0.18087930111550943	0.35016377523643494
-41.0	0.0020975434702683498	0.0016335597842044257	0.0053019873859909555	-0.001106900445454256	0.19933968735315524	0.37160855296699313
-40.0	0.004268503635285153	0.0015452552030581297	0.007299726417308945	0.001237280853261362	0.005812907240989449	0.038162999712582905
-39.0	0.007100236453087587	0.001565479944906595	0.010171132745435298	0.004029340160739876	6.229564437852555e-06	0.00011758302876446697
-38.0	0.006855190492163761	0.0017762352115417903	0.01033951115893959	0.003370869825387931	0.00011875828154863176	0.0017932500513843394
-37.0	0.004266757405276511	0.001654274429767918	0.007511835842358009	0.0010216789681950123	0.010001637124152746	0.05593508169433573
-36.0	0.0027590483754113488	0.0015769346575783304	0.00585241460407986	-0.0003343178532571626	0.08039814821841086	0.23314681933881676
-35.0	0.002634834386071449	0.0017418452000133261	0.006051694489561138	-0.0007820257174182398	0.13058592893554588	0.28169250384667754
-34.0	0.004128466400297179	0.0019017084464661804	0.007858919438919632	0.0003980133616747249	0.030101687003312106	0.11654755737179816
-33.0	0.0071910726523954594	0.00188554629232477	0.01088982148465571	0.0034923238201352087	0.00014270762219529344	0.0017957375792907757
-32.0	0.006350747507108657	0.0016600667075661172	0.009607188264399118	0.0030943067498181956	0.00013610237463453884	0.0017957375792907757
-31.0	0.0020878293201039852	0.001603388818980208	0.005233088890766757	-0.0010574302505587862	0.19308083225476902	0.36535636628067175
-30.0	-0.000170153203977507	0.001923570054862004	0.0036031842755385656	-0.0039434906834935795	0.9295259194341716	0.9483676610443237
-29.0	-0.00044687574744934407	0.002185133257981168	0.0038395526044772066	-0.0047333040993758945	0.8379863173337874	0.9242196543235678
-28.0	-0.00044169981415805644	0.0020307398705894956	0.003541865455780958	-0.004425265084097071	0.8278445587235378	0.9242196543235678
-27.0	-0.00031120181222510986	0.001957111816015597	0.0035279322750983713	-0.004150335899548591	0.8736829705528525	0.9324163858952079
-26.0	-0.00019911751074694263	0.002065169810881731	0.003851986648037746	-0.004250221669531631	0.9232029548332988	0.9483676610443237
-25.0	-0.0008194374336151249	0.002020159493205535	0.0031433730244939733	-0.004782247891724223	0.6850754120281455	0.821003073144841
-24.0	-0.0018022133582055655	0.00203620931544967	0.002192080952368531	-0.005796507668779662	0.3762616321766791	0.5857268707080262
-23.0	-0.0010751806627227354	0.0022030814992895797	0.0032464555421485254	-0.005396816867593996	0.6256003068731417	0.8073986866482428
-22.0	0.0022322058684937683	0.002177789536904641	0.006504228538699952	-0.002039816801712415	0.30554354797724115	0.5070008323578398
-21.0	0.0037971693739985513	0.0022062831968385683	0.008125086132743656	-0.000530747384746553	0.08545535736509405	0.23895849929868893
-20.0	0.0023283861918902216	0.00203767929129342	0.006325564054810741	-0.0016687916710302975	0.25336963939693785	0.4381520959353921
-19.0	0.0015095942982802863	0.002103621957356923	0.005636127436163473	-0.0026169388396029003	0.4731114273731849	0.7003904464054012
