Motif Orientation	Motif Position	Positional Enrichment Coefficient	Standard Error	95% CI Upper	95% CI Lower	P-value	Adjusted P-value
+	-75.0	-1.3088976517222628e-14	3.995354982888315e-16	-1.2305083416692868e-14	-1.3872869617752388e-14	3.3914179945211337e-167	5.121041171726912e-165
+	-74.0	-2.015623995835214e-14	3.7242115255671124e-14	5.29132052426096e-14	-9.322568515931388e-14	0.5884587208620988	0.9947543867884936
+	-73.0	-4.714985617649409e-12	2.4769956187118397e-11	4.388394448660293e-11	-5.331391572190175e-11	0.849067407516725	0.9947543867884936
+	-72.0	-1.1435873474314323e-09	6.0610080906527215e-09	1.074817807733442e-08	-1.3035352772197284e-08	0.8503771044165871	0.9947543867884936
+	-71.0	-1.0122181208385532e-07	5.4561271007691e-07	9.692764060280194e-07	-1.17172003019573e-06	0.8528539984113537	0.9947543867884936
+	-70.0	-3.1922250512575294e-06	1.8074308076033387e-05	3.226976883497621e-05	-3.865421893749127e-05	0.8598402879730669	0.9947543867884936
+	-69.0	-3.314861378221433e-05	0.00022079328917784703	0.0004000502803612666	-0.00046634750792569525	0.8806848739584134	0.9947543867884936
+	-68.0	-6.378728415529607e-05	0.0010100511873730716	0.0019179444026528087	-0.002045518970963401	0.9496559278013719	0.995210874181057
+	-67.0	0.00045399444226717426	0.0019095949360819714	0.004200640989601189	-0.00329265210506684	0.8121217595176633	0.9947543867884936
+	-66.0	0.001978754820151085	0.002140005486368237	0.006177469435109211	-0.002219959794807041	0.35534060648314236	0.9947543867884936
+	-65.0	0.002619575501507962	0.002194224792092672	0.006924668998580271	-0.001685517995564346	0.23278069036184398	0.9947543867884936
+	-64.0	0.0008243549075278888	0.0023790359085636486	0.005492049874865725	-0.0038433400598099467	0.7290238370608105	0.9947543867884936
+	-63.0	-0.0013432790633028683	0.0025674662042349736	0.0036941182442279093	-0.006380676370833646	0.6009402220036228	0.9947543867884936
+	-62.0	-0.00206305018392608	0.0027115549417651287	0.003257050832530903	-0.0073831512003830636	0.44690931011018065	0.9947543867884936
+	-61.0	-0.0014117232111593417	0.002864789224312273	0.004209025175475742	-0.007032471597794426	0.6222582526125253	0.9947543867884936
+	-60.0	4.866893525902515e-05	0.0026689714202274345	0.005285220607858888	-0.005187882737340839	0.9854544450039249	0.9973430247197355
+	-59.0	0.001990783067404072	0.002316145339781526	0.006535086037865929	-0.0025535199030577846	0.3902289408876707	0.9947543867884936
+	-58.0	0.0010974807069965415	0.0020916639382917435	0.005201348665854298	-0.0030063872518612143	0.5998971170704941	0.9947543867884936
+	-57.0	-0.0018004204906568527	0.0027475879276508512	0.0035903776457013132	-0.007191218627015018	0.5124218524148847	0.9947543867884936
+	-56.0	-0.00322752173121115	0.0032275730906228175	0.003105012644409474	-0.009560056106831773	0.31752675591232815	0.9947543867884936
+	-55.0	-0.0013740011438974722	0.003061970432184395	0.004633618970198835	-0.007381621257993779	0.6537095089000529	0.9947543867884936
+	-54.0	-0.00011869806701516342	0.002520603141740755	0.004826753389605626	-0.005064149523635954	0.9624486972022817	0.995210874181057
+	-53.0	0.0008819507691688786	0.0030736558864588315	0.006912497874787888	-0.00514859633645013	0.7742105153866023	0.9947543867884936
+	-52.0	0.0016382756975168561	0.003095926895285958	0.007712518770668645	-0.004435967375634934	0.5967878598000612	0.9947543867884936
